study-order,layer,group,course,topic-id,topic-code,topic-name,question-number,question-numbers,question-id,source-blank-count,canonical-occurrences,active-copy-occurrences,total-occurrences,current-types,marker-occurrences,ledger-status,seed-state,seed-source,keyboard-answer,correct-label,correct-content,source-prompt,current-content,layout-template,canonical-placements,active-copy-placements
366,46,Mathematical-Foundations,MF2,3556,MF2.8.1.1,Finding Equations of Parallel Lines,4,4,214094,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,2x + 1,,,"Find the equation of the line that passes through the point [MATH: (1, 3)] and is parallel to the line passing through the points [MATH: (2, − 1)] and [MATH: (4, 3).][MATH: y =]
[FREE_ENTRY 1]","The line through $(1,3)$ parallel to the line through $(2,-1)$ and $(4,3)$ has equation $y =$ ==2x + 1==.","The line through $(1,3)$ parallel to the line through $(2,-1)$ and $(4,3)$ has equation $y =$ ==2x + 1==.",vault/MA/Mathematical-Foundations/MF2/8. Geometry/8.1. Coordinate Geometry/Lessons/8.1.1. Finding Equations of Parallel Lines.md,
367,46,Mathematical-Foundations,MF2,3556,MF2.8.1.1,Finding Equations of Parallel Lines,5,5,214093,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"4x + y, -7",,,"Find the equation of the line that passes through the point [MATH: (− 2, 1)] and is parallel to [MATH: 8x + 2y = 1.] Write your answer in standard form.[FREE_ENTRY 1]
[MATH: =]
[FREE_ENTRY 2]","The line through $(-2,1)$ parallel to $8x+2y=1$ has standard form ==4x + y== $=$ ==-7==.","The line through $(-2,1)$ parallel to $8x+2y=1$ has standard form ==4x + y== $=$ ==-7==.",vault/MA/Mathematical-Foundations/MF2/8. Geometry/8.1. Coordinate Geometry/Lessons/8.1.1. Finding Equations of Parallel Lines.md,
368,46,Mathematical-Foundations,MF2,3556,MF2.8.1.1,Finding Equations of Parallel Lines,6,6,216399,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"2x - y, -3",,,"Find the equation of the line that passes through the point [MATH: (− 2, − 1)] and is parallel to the line passing through the points [MATH: (3, − 1)] and [MATH: (6, 5).] Write your answer in standard form.[FREE_ENTRY 1]
[MATH: =]
[FREE_ENTRY 2]","The line through $(-2,-1)$ parallel to the line through $(3,-1)$ and $(6,5)$ has standard form ==2x - y== $=$ ==-3==.","The line through $(-2,-1)$ parallel to the line through $(3,-1)$ and $(6,5)$ has standard form ==2x - y== $=$ ==-3==.",vault/MA/Mathematical-Foundations/MF2/8. Geometry/8.1. Coordinate Geometry/Lessons/8.1.1. Finding Equations of Parallel Lines.md,
369,46,Mathematical-Foundations,MF2,3562,MF2.8.1.3,Finding Equations of Perpendicular Lines,1,1,213914,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-x/3 + 2,,,"The equation of the line [MATH: l_{1}] is [MATH: y = 3x + 2] and [MATH: l_{2}] is perpendicular to [MATH: l_{1}.] What is the equation of [MATH: l_{2}?][MATH: y =]
[FREE_ENTRY 1]","![](<../Source/8.1.3. Finding Equations of Perpendicular Lines/Images/q-213914.png>)

The equation of $l_2$ is $y =$ ==-x/3 + 2==.","{{image-1}}

The equation of $l_2$ is $y =$ ==-x/3 + 2==.",vault/MA/Mathematical-Foundations/MF2/8. Geometry/8.1. Coordinate Geometry/Lessons/8.1.3. Finding Equations of Perpendicular Lines.md,
370,46,Mathematical-Foundations,MF2,3562,MF2.8.1.3,Finding Equations of Perpendicular Lines,4,4,214038,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,5x/2 - 20,,,"What is the equation of the line that passes through the point [MATH: (6, − 5)] and is perpendicular to the line passing through the points [MATH: (2, 5)] and [MATH: (7, 3)?][MATH: y =]
[FREE_ENTRY 1]","The line through $(6,-5)$ perpendicular to the line through $(2,5)$ and $(7,3)$ has equation $y =$ ==5x/2 - 20==.","The line through $(6,-5)$ perpendicular to the line through $(2,5)$ and $(7,3)$ has equation $y =$ ==5x/2 - 20==.",vault/MA/Mathematical-Foundations/MF2/8. Geometry/8.1. Coordinate Geometry/Lessons/8.1.3. Finding Equations of Perpendicular Lines.md,
371,46,Mathematical-Foundations,MF2,3562,MF2.8.1.3,Finding Equations of Perpendicular Lines,5,5,214033,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3x - 8,,,"What is the equation of the line that passes through the point [MATH: (1, − 5)] and is perpendicular to [MATH: x + 3y = 12?][MATH: y =]
[FREE_ENTRY 1]","The line through $(1,-5)$ perpendicular to $x+3y=12$ has equation $y =$ ==3x - 8==.","The line through $(1,-5)$ perpendicular to $x+3y=12$ has equation $y =$ ==3x - 8==.",vault/MA/Mathematical-Foundations/MF2/8. Geometry/8.1. Coordinate Geometry/Lessons/8.1.3. Finding Equations of Perpendicular Lines.md,
372,46,Mathematical-Foundations,MF2,629,MF2.9.1.4,Calculating Side Lengths of Right Triangles Using Trigonometry,2,2,250716,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,11.3,,,"A triangle [MATH: △ABC] has [MATH: m∠B = 90^{∘},] [MATH: m∠C = 53^{∘},] and [MATH: AB = 9.] Find the length of [MATH: AC^(―)] rounded to one decimal place.[MATH: AC ≈][FREE_ENTRY 1]","> A scientific calculator is required to answer this question.

A triangle $△ABC$ has $m∠B = 90^{∘}$, $m∠C = 53^{∘}$, and $AB = 9$. Find the length of $AC^(―)$ rounded to one decimal place.$AC \approx$

Answer: ==11.3==.","> A scientific calculator is required to answer this question.

A triangle $△ABC$ has $m∠B = 90^{∘}$, $m∠C = 53^{∘}$, and $AB = 9$. Find the length of $AC^(―)$ rounded to one decimal place.$AC \approx$

Answer: ==11.3==.",vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.1. Introduction to Trigonometry/Lessons/9.1.4. Calculating Side Lengths of Right Triangles Using Trigonometry.md,
373,46,Mathematical-Foundations,MF2,629,MF2.9.1.4,Calculating Side Lengths of Right Triangles Using Trigonometry,3,3,241926,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,8/sin(phi),,,"Given the triangle above, find the length of [MATH: UV^(―)] in terms of [MATH: ϕ.][MATH: UV =]
[FREE_ENTRY 1]","> A scientific calculator is required to answer this question.

![](<../Source/9.1.4. Calculating Side Lengths of Right Triangles Using Trigonometry/Images/q-241926.png>)

Given the triangle above, find the length of $UV^(―)$ in terms of $ϕ$.$UV =$

Answer: ==8/sin(phi)==.","> A scientific calculator is required to answer this question.

{{image-1}}

Given the triangle above, find the length of $UV^(―)$ in terms of $ϕ$.$UV =$

Answer: ==8/sin(phi)==.",vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.1. Introduction to Trigonometry/Lessons/9.1.4. Calculating Side Lengths of Right Triangles Using Trigonometry.md,
374,46,Mathematical-Foundations,MF2,629,MF2.9.1.4,Calculating Side Lengths of Right Triangles Using Trigonometry,6,6,250796,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,14/cos(theta),,,"Given the triangle above, find the length of [MATH: PQ^(―)] in terms of [MATH: θ.][MATH: PQ =]
[FREE_ENTRY 1]","> A scientific calculator is required to answer this question.

![](<../Source/9.1.4. Calculating Side Lengths of Right Triangles Using Trigonometry/Images/q-250796.png>)

Given the triangle above, find the length of $PQ^(―)$ in terms of $θ$.$PQ =$

Answer: ==14/cos(theta)==.","> A scientific calculator is required to answer this question.

{{image-1}}

Given the triangle above, find the length of $PQ^(―)$ in terms of $θ$.$PQ =$

Answer: ==14/cos(theta)==.",vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.1. Introduction to Trigonometry/Lessons/9.1.4. Calculating Side Lengths of Right Triangles Using Trigonometry.md,
375,46,Mathematical-Foundations,MF2,765,MF2.9.1.8,Special Trigonometric Ratios,2,2,244566,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,sqrt(2),,,[MATH: \csc C =][FREE_ENTRY 1],"![](<../Source/9.1.8. Special Trigonometric Ratios/Images/q-244566.png>)

$\csc C =$

Answer: ==sqrt(2)==.","{{image-1}}

$\csc C =$

Answer: ==sqrt(2)==.",vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.1. Introduction to Trigonometry/Lessons/9.1.8. Special Trigonometric Ratios.md,
376,46,Mathematical-Foundations,MF2,765,MF2.9.1.8,Special Trigonometric Ratios,5,5,266531,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,sqrt(3)/3,,,[MATH: \cot A =][FREE_ENTRY 1],"![](<../Source/9.1.8. Special Trigonometric Ratios/Images/q-266531.png>)

$\cot A =$

Answer: ==sqrt(3)/3==.","{{image-1}}

$\cot A =$

Answer: ==sqrt(3)/3==.",vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.1. Introduction to Trigonometry/Lessons/9.1.8. Special Trigonometric Ratios.md,
377,46,Mathematical-Foundations,MF2,765,MF2.9.1.8,Special Trigonometric Ratios,7,7,244569,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,sqrt(3),,,[MATH: \tan 0^{∘} + \tan 60^{∘} =][FREE_ENTRY 1],"$\tan 0^{∘} + \tan 60^{∘} =$

Answer: ==sqrt(3)==.","$\tan 0^{∘} + \tan 60^{∘} =$

Answer: ==sqrt(3)==.",vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.1. Introduction to Trigonometry/Lessons/9.1.8. Special Trigonometric Ratios.md,
378,46,Mathematical-Foundations,MF2,765,MF2.9.1.8,Special Trigonometric Ratios,9,9,244571,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3/2,,,[MATH: \cos 60^{∘} + \sin 90^{∘} =][FREE_ENTRY 1],"$\cos 60^{∘} + \sin 90^{∘} =$

Answer: ==3/2==.","$\cos 60^{∘} + \sin 90^{∘} =$

Answer: ==3/2==.",vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.1. Introduction to Trigonometry/Lessons/9.1.8. Special Trigonometric Ratios.md,
379,46,Mathematical-Foundations,MF2,764,MF2.9.1.10,Introduction to Radians,2,2,266844,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3pi/4,,,An angle of [MATH: 135^{∘}] is equal to[FREE_ENTRY 1]radians.,$135^\circ =$ ==3pi/4== radians.,$135^\circ =$ ==3pi/4== radians.,vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.1. Introduction to Trigonometry/Lessons/9.1.10. Introduction to Radians.md,
380,46,Mathematical-Foundations,MF2,764,MF2.9.1.10,Introduction to Radians,4,4,266858,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,22.5,,,An angle of [MATH: (π)/(8)] radians is equal to[FREE_ENTRY 1][MATH: ^{∘}.],$\pi/8$ radians $=$ ==22.5==$^\circ$.,$\pi/8$ radians $=$ ==22.5==$^\circ$.,vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.1. Introduction to Trigonometry/Lessons/9.1.10. Introduction to Radians.md,
381,46,Mathematical-Foundations,MF2,764,MF2.9.1.10,Introduction to Radians,7,7,266878,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,83,,,"Rounded to the nearest degree, an angle of [MATH: (6π)/(13)] radians is equal to[FREE_ENTRY 1][MATH: ^{∘}.]","To the nearest degree, $6\pi/13$ radians $=$ ==83==$^\circ$.","To the nearest degree, $6\pi/13$ radians $=$ ==83==$^\circ$.",vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.1. Introduction to Trigonometry/Lessons/9.1.10. Introduction to Radians.md,
382,46,Mathematical-Foundations,MF2,764,MF2.9.1.10,Introduction to Radians,8,8,266889,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,1.7,,,"Rounded to one decimal place, [MATH: 99^{∘}] is equal to[FREE_ENTRY 1]radians.","To one decimal place, $99^\circ =$ ==1.7== radians.","To one decimal place, $99^\circ =$ ==1.7== radians.",vault/MA/Mathematical-Foundations/MF2/9. Trigonometry/9.1. Introduction to Trigonometry/Lessons/9.1.10. Introduction to Radians.md,
383,46,Mathematical-Foundations,MF3,1183,MF3.4.1.1,Circles in the Coordinate Plane,2,2,263083,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"1, -1",,,"Find the coordinates [MATH: (h, k)] of the center of the circle above given that the points [MATH: (− 3, 2)] and [MATH: (5, − 4)] lie on the diameter of the circle.[MATH: (h, k) = (][FREE_ENTRY 1][MATH: ,][FREE_ENTRY 2][MATH: )]","![](<../Source/4.1.1. Circles in the Coordinate Plane/Images/q-263083.png>)

Find the coordinates $(h, k)$ of the center of the circle above given that the points $(-3, 2)$ and $(5,-4)$ lie on the diameter of the circle.

Enter the blanks from left to right: ==1==, ==-1==.","{{image-1}}

Find the coordinates $(h, k)$ of the center of the circle above given that the points $(-3, 2)$ and $(5,-4)$ lie on the diameter of the circle.

Enter the blanks from left to right: ==1==, ==-1==.",vault/MA/Mathematical-Foundations/MF3/4. Conic Sections/4.1. Circles/Lessons/4.1.1. Circles in the Coordinate Plane.md,
384,46,Mathematical-Foundations,MF3,1183,MF3.4.1.1,Circles in the Coordinate Plane,3,3,239206,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,5,,,"The points [MATH: A] and [MATH: B] have coordinates [MATH: (− 4, − 2)] and [MATH: (4, 4)], respectively, and the segment [MATH: AB^(―)] is a diameter of a circle. Determine the radius [MATH: r] of the circle.[MATH: r =]
[FREE_ENTRY 1]","The points $A$ and $B$ have coordinates $(-4,-2)$ and $(4, 4)$, respectively, and the segment $AB^(―)$ is a diameter of a circle. Determine the radius $r$ of the circle.

Answer: ==5==.","The points $A$ and $B$ have coordinates $(-4,-2)$ and $(4, 4)$, respectively, and the segment $AB^(―)$ is a diameter of a circle. Determine the radius $r$ of the circle.

Answer: ==5==.",vault/MA/Mathematical-Foundations/MF3/4. Conic Sections/4.1. Circles/Lessons/4.1.1. Circles in the Coordinate Plane.md,
385,46,Mathematical-Foundations,MF3,1183,MF3.4.1.1,Circles in the Coordinate Plane,6,6,239207,3,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"2, -3, 2sqrt(5)",,,"The segment [MATH: AB^(―)] is the diameter of a circle where the points [MATH: A] and [MATH: B] have coordinates [MATH: (0, − 7)] and [MATH: (4, 1)], respectively. Find the coordinates of the center and the radius of the circle.The circle is centered at [MATH: (][FREE_ENTRY 1][MATH: ,][FREE_ENTRY 2][MATH: )] and its radius is[FREE_ENTRY 3].","The endpoints of a circle's diameter are $(0,-7)$ and $(4,1)$.

The center is $( $==2==$ , $ ==-3==$ )$ and the radius is ==2sqrt(5)==.","The endpoints of a circle's diameter are $(0,-7)$ and $(4,1)$.

The center is $( $==2==$ , $ ==-3==$ )$ and the radius is ==2sqrt(5)==.",vault/MA/Mathematical-Foundations/MF3/4. Conic Sections/4.1. Circles/Lessons/4.1.1. Circles in the Coordinate Plane.md,
386,47,Mathematical-Foundations,MF1,4951,MF1.11.2.9,Further Factoring Trinomials With Leading Coefficients,4,4,225186,3,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,3(3k - 1)(5k + 1),,,"Fully factor the following trinomial.[MATH: 45k^{2} − 6k − 3 =]
[FREE_ENTRY 1][MATH: (]
[FREE_ENTRY 2]
[MATH: k − 1)(5k +]
[FREE_ENTRY 3][MATH: )]","**Fully** factor the following trinomial.

$45k^{2} - 6k - 3 =$

Answer: ==3(3k - 1)(5k + 1)==.","**Fully** factor the following trinomial.

$45k^{2} - 6k - 3 =$

Answer: ==3(3k - 1)(5k + 1)==.",vault/MA/Mathematical-Foundations/MF1/11. Polynomials/11.2. Factoring Polynomials/Lessons/11.2.9. Further Factoring Trinomials With Leading Coefficients.md,
387,47,Mathematical-Foundations,MF1,4951,MF1.11.2.9,Further Factoring Trinomials With Leading Coefficients,6,6,225073,3,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,4(2y - 5)(y - 2),,,"Fully factor the following trinomial.[MATH: 8y^{2} − 36y + 40 =]
[FREE_ENTRY 1][MATH: (]
[FREE_ENTRY 2][MATH: y − 5)(y −]
[FREE_ENTRY 3]
[MATH: )]","**Fully** factor the following trinomial.

$8y^{2} - 36y + 40 =$

Answer: ==4(2y - 5)(y - 2)==.","**Fully** factor the following trinomial.

$8y^{2} - 36y + 40 =$

Answer: ==4(2y - 5)(y - 2)==.",vault/MA/Mathematical-Foundations/MF1/11. Polynomials/11.2. Factoring Polynomials/Lessons/11.2.9. Further Factoring Trinomials With Leading Coefficients.md,
388,47,Mathematical-Foundations,MF2,1425,MF2.1.1.3,Perfect Square Quadratic Equations with One or No Solutions,2,2,222383,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,-4/5,,,The solution to [MATH: − 4(5x + 4)^{2} = 0] is [MATH: x =][FREE_ENTRY 1].,"The solution to $-4(5x + 4)^{2} = 0$ is

Answer: ==-4/5==.","The solution to $-4(5x + 4)^{2} = 0$ is

Answer: ==-4/5==.",vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.3. Perfect Square Quadratic Equations with One or No Solutions.md,
389,47,Mathematical-Foundations,MF2,1425,MF2.1.1.3,Perfect Square Quadratic Equations with One or No Solutions,4,4,218512,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,2,,,"Which value of [MATH: k] gives precisely one solution to the equation [MATH: (2 − 7x)^{2} + 1 = k − 1?][MATH: k =]
[FREE_ENTRY 1]","Which value of $k$ gives precisely one solution to the equation $(2 - 7x)^{2} + 1 = k - 1$?

Answer: ==2==.","Which value of $k$ gives precisely one solution to the equation $(2 - 7x)^{2} + 1 = k - 1$?

Answer: ==2==.",vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.3. Perfect Square Quadratic Equations with One or No Solutions.md,
390,47,Mathematical-Foundations,MF2,1425,MF2.1.1.3,Perfect Square Quadratic Equations with One or No Solutions,5,5,222447,1,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,8,,,"If [MATH: u^{2} − 16u + 64 = 0,] then [MATH: u =][FREE_ENTRY 1].","If $u^{2} - 16u + 64 = 0$, then $u =$

Answer: ==8==.","If $u^{2} - 16u + 64 = 0$, then $u =$

Answer: ==8==.",vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.3. Perfect Square Quadratic Equations with One or No Solutions.md,
391,47,Mathematical-Foundations,MF2,1425,MF2.1.1.3,Perfect Square Quadratic Equations with One or No Solutions,7,7,218515,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,1/3,,,"Consider the equation [MATH: y^{2} + (1)/(3) = h.] For which values of [MATH: h] does this equation have no real solutions?[MATH: h]
[FREE_ENTRY 1][FREE_ENTRY 2]",The equation $y^2+1/3=h$ has no real solutions when $h <$ ==1/3==.,The equation $y^2+1/3=h$ has no real solutions when $h <$ ==1/3==.,vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.3. Perfect Square Quadratic Equations with One or No Solutions.md,
392,47,Mathematical-Foundations,MF2,1425,MF2.1.1.3,Perfect Square Quadratic Equations with One or No Solutions,8,8,222460,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,2,,,"Consider the equation [MATH: (y − 1)^{2} + 6 = 3k.] For which values of [MATH: k] does this equation have no real solutions?[MATH: k]
[FREE_ENTRY 1][FREE_ENTRY 2]",The equation $(y-1)^2+6=3k$ has no real solutions when $k <$ ==2==.,The equation $(y-1)^2+6=3k$ has no real solutions when $k <$ ==2==.,vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.3. Perfect Square Quadratic Equations with One or No Solutions.md,
393,47,Mathematical-Foundations,MF2,1424,MF2.1.1.4,The Zero Product Rule for Solving Quadratic Equations,2,2,262281,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"-5/4, 5/4",,,"Find the solutions to the equation [MATH: (4x + 5)(4x − 5) = 0] in ascending order.The solutions are [MATH: x =]
[FREE_ENTRY 1]and [MATH: x =]
[FREE_ENTRY 2].","Find the solutions to the equation $(4x + 5)(4x - 5) = 0$ in **ascending order.**

Enter the blanks from left to right: ==-5/4==, ==5/4==.","Find the solutions to the equation $(4x + 5)(4x - 5) = 0$ in **ascending order.**

Enter the blanks from left to right: ==-5/4==, ==5/4==.",vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.4. The Zero Product Rule for Solving Quadratic Equations.md,
394,47,Mathematical-Foundations,MF2,1424,MF2.1.1.4,The Zero Product Rule for Solving Quadratic Equations,3,3,218505,2,1,0,1,blank,0,converted-and-verified,exact-ready,canonical-exact-blank,"-sqrt(5)/2, sqrt(2)",,,"Find the solutions of the equation [MATH: (2x + sqrt(5))(x − sqrt(2)) = 0] in ascending order.The solutions are [MATH: x =]
[FREE_ENTRY 1]and [MATH: x =]
[FREE_ENTRY 2].","Find the solutions of the equation $(2x + \sqrt{5})(x - \sqrt{2}) = 0$ **in ascending order.**

Enter the blanks from left to right: ==-sqrt(5)/2==, ==sqrt(2)==.","Find the solutions of the equation $(2x + \sqrt{5})(x - \sqrt{2}) = 0$ **in ascending order.**

Enter the blanks from left to right: ==-sqrt(5)/2==, ==sqrt(2)==.",vault/MA/Mathematical-Foundations/MF2/1. Quadratics/1.1. Quadratic Equations/Lessons/1.1.4. The Zero Product Rule for Solving Quadratic Equations.md,
